Site	Sample depth	Age	Mg/Ca	Mg/Ca adj.	Taxa	Paleodepth	Reference	
ODP1209	135.160	38.328	1.81	1.85	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	135.180	38.337	2.01	2.05	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.030	38.337	2.01	2.05	Oridorsalis umbonatus	2390	DawberTripati11
ODP1218	239.050	38.349			Oridorsalis umbonatus	3638	LearRosenthalOthers04
ODP1209	135.240	38.354	1.81	1.85	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.260	38.354	1.80	1.84	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.080	38.354	2.09	2.13	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.300	38.362	2.22	2.26	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.130	38.370	2.01	2.05	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.350	38.379	1.93	1.97	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.400	38.387	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.180	38.387	2.00	2.04	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.430	38.395	1.64	1.68	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.230	38.395	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.450	38.404	2.03	2.07	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.500	38.412	2.26	2.30	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.280	38.412	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.520	38.421	1.89	1.93	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.550	38.429	2.05	2.09	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.580	38.429	1.95	1.99	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.330	38.429	2.03	2.07	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.600	38.437	1.87	1.91	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.650	38.446	1.96	2.00	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.380	38.446	1.89	1.93	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.680	38.454	2.03	2.07	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.430	38.454	2.19	2.23	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.700	38.462	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.740	38.471	1.86	1.90	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.750	38.471	1.88	1.92	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.480	38.471	2.06	2.10	Oridorsalis umbonatus	2390	DawberTripati11
ODP1218	240.060	38.479			Oridorsalis umbonatus	3631	LearRosenthalOthers04
ODP1209	135.800	38.488	1.86	1.90	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.820	38.488	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.530	38.488	1.88	1.92	Oridorsalis umbonatus	2390	DawberTripati11
