Site	Sample depth	Age	Mg/Ca	Mg/Ca adj.	Taxa	Paleodepth	Reference	
ODP1088	53.740	6.104	1.58	1.98	Cibicidoides wuellerstorfi	2093	BillupsScheiderich10
ODP1088	54.090	6.129			Cibicidoides wuellerstorfi	2093	BillupsScheiderich10
ODP1088	54.140	6.133			Cibicidoides wuellerstorfi	2093	BillupsScheiderich10
ODP0926	177.350	6.134			Melonis barleeanus	3655	LearRosenthalWright03
ODP0926	177.350	6.134	1.20	1.70	Cibicidoides wuellerstorfi	3655	LearRosenthalWright03
ODP0926	177.930	6.157	0.98	1.94	Nuttallides umbonifera	3655	LearRosenthalWright03
ODP0926	177.930	6.157	1.89	2.08	Oridorsalis umbonatus	3655	LearRosenthalWright03
ODP0926	177.930	6.157	1.57	1.96	Cibicidoides mundulus	3655	LearRosenthalWright03
ODP0926	177.930	6.157	1.27	1.79	Cibicidoides wuellerstorfi	3655	LearRosenthalWright03
ODP1088	54.840	6.184			Cibicidoides wuellerstorfi	2093	BillupsScheiderich10
ODP0806	190.660	6.193	1.94	2.00	Oridorsalis umbonatus	2639	LearRosenthalWright03
ODP0806	190.660	6.193	1.65	2.14	Cibicidoides wuellerstorfi	2639	LearRosenthalWright03
ODP0806	190.660	6.193	1.63	1.88	Cibicidoides mundulus	2639	LearRosenthalWright03
ODP1088	55.590	6.239			Cibicidoides wuellerstorfi	2093	BillupsScheiderich10
DSDP573	85.660	6.240	0.64	1.66	Nuttallides umbonifera	4185	LearElderfieldOthers00
DSDP573	85.660	6.240			Cibicidoides wuellerstorfi	4185	LearElderfieldOthers00
ODP0926	179.690	6.241	1.71	1.90	Oridorsalis umbonatus	3655	LearRosenthalWright03
ODP0926	179.690	6.241	1.22	2.20	Nuttallides umbonifera	3655	LearRosenthalWright03
ODP0926	179.690	6.241	1.45	1.82	Cibicidoides mundulus	3655	LearRosenthalWright03
ODP0926	179.690	6.241	1.24	1.75	Cibicidoides wuellerstorfi	3655	LearRosenthalWright03
ODP1088	56.340	6.294			Cibicidoides wuellerstorfi	2094	BillupsScheiderich10
ODP1088	57.090	6.349			Cibicidoides wuellerstorfi	2094	BillupsScheiderich10
ODP0926	181.310	6.366	1.33	1.68	Cibicidoides mundulus	3655	LearRosenthalWright03
ODP0926	181.310	6.366	1.63	1.82	Oridorsalis umbonatus	3655	LearRosenthalWright03
ODP0926	181.310	6.366	1.00	1.42	Cibicidoides wuellerstorfi	3655	LearRosenthalWright03
ODP0926	181.310	6.366	0.80	1.74	Nuttallides umbonifera	3655	LearRosenthalWright03
ODP0926	181.310	6.366	0.79	1.73	Nuttallides umbonifera	3655	LearRosenthalWright03
ODP1088	57.640	6.390	1.57	1.96	Cibicidoides wuellerstorfi	2094	BillupsScheiderich10
ODP1088	57.840	6.404	1.85	2.35	Cibicidoides wuellerstorfi	2094	BillupsScheiderich10
ODP1088	58.090	6.422	1.90	2.42	Cibicidoides wuellerstorfi	2094	BillupsScheiderich10
ODP0757	47.700	6.447	2.11	2.35	Cibicidoides wuellerstorfi/Cibicidoides mundulus	1570	BillupsSchrag03
ODP1088	58.540	6.455	1.63	2.05	Cibicidoides wuellerstorfi	2094	BillupsScheiderich10
ODP1088	58.590	6.459			Cibicidoides wuellerstorfi	2094	BillupsScheiderich10
ODP0806	200.160	6.477	1.54	1.99	Cibicidoides wuellerstorfi	2645	LearRosenthalWright03
ODP0806	200.160	6.477	1.76	2.03	Cibicidoides mundulus	2645	LearRosenthalWright03
ODP0806	200.160	6.477	1.96	2.02	Oridorsalis umbonatus	2645	LearRosenthalWright03
ODP1088	58.840	6.477	2.17	2.80	Cibicidoides wuellerstorfi	2094	BillupsScheiderich10
ODP0926	183.210	6.477	1.69	1.88	Oridorsalis umbonatus	3655	LearRosenthalWright03
ODP0926	183.210	6.477	1.23	1.74	Cibicidoides wuellerstorfi	3655	LearRosenthalWright03
ODP0926	183.210	6.477	0.86	1.81	Nuttallides umbonifera	3655	LearRosenthalWright03
ODP1088	59.240	6.507	1.73	2.19	Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP1088	59.340	6.514	2.04	2.62	Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP1088	59.590	6.532	1.62	2.03	Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP1088	59.740	6.543			Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP1088	59.990	6.562	2.40	3.12	Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP1088	60.090	6.569			Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP0926	185.110	6.569	1.78	1.97	Oridorsalis umbonatus	3655	LearElderfieldOthers00
ODP0926	185.110	6.569	1.59	1.99	Cibicidoides mundulus	3655	LearElderfieldOthers00
ODP0926	185.110	6.569	1.19	1.68	Cibicidoides wuellerstorfi	3655	LearElderfieldOthers00
ODP1088	60.390	6.591	1.88	2.40	Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP1088	60.440	6.595	1.80	2.28	Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
DSDP573	94.900	6.620	0.67	1.70	Nuttallides umbonifera	4180	LearElderfieldOthers00
ODP1088	60.790	6.620	1.75	2.21	Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP1088	60.840	6.624	1.83	2.33	Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP1088	61.190	6.650	1.73	2.19	Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP1088	61.190	6.650	1.81	2.30	Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP0926	186.910	6.664	0.91	1.86	Nuttallides umbonifera	3655	LearRosenthalWright03
ODP0926	186.910	6.664	1.76	1.95	Oridorsalis umbonatus	3655	LearRosenthalWright03
ODP0926	186.910	6.664	1.25	1.76	Cibicidoides wuellerstorfi	3655	LearRosenthalWright03
ODP1088	61.490	6.672	1.61	2.02	Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP1088	61.590	6.679			Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP1088	61.640	6.683	2.17	2.80	Cibicidoides wuellerstorfi	2095	BillupsScheiderich10
ODP1088	61.890	6.701	2.29	2.97	Cibicidoides wuellerstorfi	2096	BillupsScheiderich10
ODP1088	62.500	6.746			Cibicidoides wuellerstorfi	2096	BillupsScheiderich10
ODP0926	189.060	6.754	1.40	1.98	Cibicidoides wuellerstorfi	3656	LearRosenthalWright03
ODP1088	62.840	6.771			Cibicidoides wuellerstorfi	2096	BillupsScheiderich10
ODP1088	63.590	6.826			Cibicidoides wuellerstorfi	2096	BillupsScheiderich10
ODP0926	190.710	6.851	1.56	1.75	Oridorsalis umbonatus	3656	LearElderfieldOthers00
ODP0926	190.710	6.851	0.82	1.76	Nuttallides umbonifera	3656	LearElderfieldOthers00
ODP0926	190.710	6.851	1.60	2.25	Cibicidoides wuellerstorfi	3656	LearElderfieldOthers00
ODP1088	64.340	6.881	2.30	2.98	Cibicidoides wuellerstorfi	2096	BillupsScheiderich10
DSDP573	104.060	6.911	0.68	1.71	Nuttallides umbonifera	4177	LearElderfieldOthers00
ODP1088	65.090	6.936			Cibicidoides wuellerstorfi	2097	BillupsScheiderich10
ODP0926	192.210	6.951	0.84	1.78	Nuttallides umbonifera	3656	LearRosenthalWright03
ODP0926	192.210	6.951	1.77	1.96	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	192.210	6.951	1.20	1.69	Cibicidoides wuellerstorfi	3656	LearRosenthalWright03
ODP0806	219.160	6.984	1.94	2.00	Oridorsalis umbonatus	2657	LearRosenthalWright03
ODP0806	219.160	6.984	1.55	2.01	Cibicidoides wuellerstorfi	2657	LearRosenthalWright03
ODP0806	219.160	6.984	1.54	1.77	Cibicidoides mundulus	2657	LearRosenthalWright03
ODP1088	65.840	6.991	1.97	2.52	Cibicidoides wuellerstorfi	2097	BillupsScheiderich10
ODP0926	193.910	7.046	1.59	1.78	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	193.910	7.046			Pullenia bulloides	3656	LearRosenthalWright03
ODP1088	66.590	7.046			Cibicidoides wuellerstorfi	2097	BillupsScheiderich10
ODP1088	67.340	7.100			Cibicidoides wuellerstorfi	2097	BillupsScheiderich10
ODP0926	195.310	7.142			Pullenia bulloides	3656	LearRosenthalWright03
ODP0926	195.310	7.142	1.52	1.71	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	195.310	7.142	1.21	1.71	Cibicidoides wuellerstorfi	3656	LearRosenthalWright03
ODP1088	68.090	7.155			Cibicidoides wuellerstorfi	2098	BillupsScheiderich10
ODP0806	228.660	7.188	1.86	1.93	Oridorsalis umbonatus	2663	LearRosenthalWright03
ODP0806	228.660	7.188	1.63	2.12	Cibicidoides wuellerstorfi	2663	LearRosenthalWright03
ODP0806	228.660	7.188	1.75	2.03	Cibicidoides mundulus	2663	LearRosenthalWright03
ODP1088	68.840	7.210			Cibicidoides wuellerstorfi	2098	BillupsScheiderich10
ODP0926	196.510	7.213	1.68	1.87	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	196.510	7.213	1.16	1.64	Cibicidoides wuellerstorfi	3656	LearRosenthalWright03
ODP0926	196.510	7.213			Pullenia bulloides	3656	LearRosenthalWright03
ODP0926	196.510	7.213	0.91	1.86	Nuttallides umbonifera	3656	LearRosenthalWright03
ODP1088	69.590	7.265			Cibicidoides wuellerstorfi	2098	BillupsScheiderich10
ODP0926	197.510	7.284	1.64	1.83	Oridorsalis umbonatus	3655	LearElderfieldOthers00
ODP0926	197.510	7.284	0.87	1.82	Nuttallides umbonifera	3655	LearElderfieldOthers00
ODP0926	197.510	7.284	1.47	1.85	Cibicidoides mundulus	3655	LearElderfieldOthers00
ODP0926	197.510	7.284	1.10	1.55	Cibicidoides wuellerstorfi	3655	LearElderfieldOthers00
ODP1088	70.500	7.332	2.02	2.59	Cibicidoides wuellerstorfi	2098	BillupsScheiderich10
ODP1088	71.090	7.375			Cibicidoides wuellerstorfi	2099	BillupsScheiderich10
ODP0806	238.160	7.392	1.68	2.19	Cibicidoides wuellerstorfi	2669	LearRosenthalWright03
ODP0806	238.160	7.392	2.15	2.22	Oridorsalis umbonatus	2669	LearRosenthalWright03
ODP0806	238.160	7.392	1.62	1.87	Cibicidoides mundulus	2669	LearRosenthalWright03
ODP0926	200.010	7.394	1.30	1.83	Cibicidoides wuellerstorfi	3656	LearRosenthalWright03
ODP0926	200.010	7.394	1.70	1.89	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	200.010	7.394	1.33	2.32	Nuttallides umbonifera	3656	LearRosenthalWright03
ODP0926	200.010	7.394	1.58	1.98	Cibicidoides mundulus	3656	LearRosenthalWright03
ODP1088	71.840	7.416			Cibicidoides wuellerstorfi	2099	BillupsScheiderich10
ODP1088	72.000	7.423			Cibicidoides wuellerstorfi	2099	BillupsScheiderich10
ODP1088	72.080	7.427			Cibicidoides wuellerstorfi	2099	BillupsScheiderich10
ODP1088	72.590	7.450			Cibicidoides wuellerstorfi	2099	BillupsScheiderich10
ODP0757	54.400	7.453	2.14	2.38	Cibicidoides wuellerstorfi/Cibicidoides mundulus	1555	BillupsSchrag03
ODP1088	73.090	7.474			Cibicidoides wuellerstorfi	2099	BillupsScheiderich10
ODP0926	201.560	7.497	1.73	2.15	Cibicidoides mundulus	3656	LearRosenthalWright03
ODP0926	201.560	7.497	1.57	1.76	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	201.560	7.497			Nuttallides umbonifera	3656	LearRosenthalWright03
ODP1088	73.840	7.509			Cibicidoides wuellerstorfi	2100	BillupsScheiderich10
ODP1088	74.590	7.544			Cibicidoides wuellerstorfi	2100	BillupsScheiderich10
ODP1088	75.340	7.578			Cibicidoides wuellerstorfi	2100	BillupsScheiderich10
ODP0926	202.910	7.598	1.15	1.62	Cibicidoides wuellerstorfi	3655	LearRosenthalWright03
ODP0926	202.910	7.598	0.85	1.80	Nuttallides umbonifera	3655	LearRosenthalWright03
ODP0926	202.910	7.598	1.53	1.92	Cibicidoides mundulus	3655	LearRosenthalWright03
ODP0926	202.910	7.598	2.05	2.24	Oridorsalis umbonatus	3655	LearRosenthalWright03
ODP1088	76.090	7.613			Cibicidoides wuellerstorfi	2101	BillupsScheiderich10
ODP0806	247.660	7.616	1.93	1.99	Oridorsalis umbonatus	2675	LearRosenthalWright03
ODP0806	247.660	7.616	1.53	1.98	Cibicidoides wuellerstorfi	2675	LearRosenthalWright03
ODP0806	247.660	7.616	1.57	1.81	Cibicidoides mundulus	2675	LearRosenthalWright03
ODP0926	203.890	7.646			Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP1088	76.840	7.648			Cibicidoides wuellerstorfi	2101	BillupsScheiderich10
ODP0747		7.656	2.02	2.25	Cibicidoides mundulus	1709	BillupsSchrag02
ODP1088	77.590	7.683			Cibicidoides wuellerstorfi	2101	BillupsScheiderich10
ODP0926	204.760	7.687	0.86	1.81	Nuttallides umbonifera	3656	LearRosenthalWright03
ODP0926	204.760	7.687			Pullenia bulloides	3656	LearRosenthalWright03
ODP0926	204.760	7.687	1.83	2.02	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	204.940	7.696	1.87	2.06	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP1088	78.340	7.718			Cibicidoides wuellerstorfi	2102	BillupsScheiderich10
ODP0757	57.400	7.744	2.13	2.37	Cibicidoides wuellerstorfi/Cibicidoides mundulus	1552	BillupsSchrag03
ODP1088	79.090	7.753			Cibicidoides wuellerstorfi	2102	BillupsScheiderich10
ODP0926	206.040	7.771	1.68	1.87	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP1088	79.840	7.788			Cibicidoides wuellerstorfi	2102	BillupsScheiderich10
ODP0926	206.560	7.798			Nuttallides umbonifera	3656	LearRosenthalWright03
ODP0926	206.560	7.798	1.85	2.04	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	206.560	7.798	1.54	2.18	Cibicidoides wuellerstorfi	3656	LearRosenthalWright03
ODP1088	80.590	7.823			Cibicidoides wuellerstorfi	2103	BillupsScheiderich10
ODP0806	257.160	7.823	1.60	2.08	Cibicidoides wuellerstorfi	2681	LearRosenthalWright03
ODP0806	257.160	7.823	2.12	2.19	Oridorsalis umbonatus	2681	LearRosenthalWright03
ODP0806	257.160	7.823	1.70	1.96	Cibicidoides mundulus	2681	LearRosenthalWright03
ODP0806	257.160	7.823	1.58	2.06	Cibicidoides wuellerstorfi	2681	LearRosenthalWright03
ODP0926	207.140	7.831			Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP1088	81.500	7.865			Cibicidoides wuellerstorfi	2103	BillupsScheiderich10
ODP0926	208.140	7.884	1.76	1.95	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	208.460	7.899	1.26	2.25	Nuttallides umbonifera	3656	LearRosenthalWright03
ODP0926	208.460	7.899	1.87	2.06	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP1088	82.590	7.916	2.43	3.17	Cibicidoides wuellerstorfi	2104	BillupsScheiderich10
ODP0926	209.340	7.933	1.91	2.10	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP1088	83.340	7.951			Cibicidoides wuellerstorfi	2104	BillupsScheiderich10
ODP0926	210.380	7.976	1.97	2.16	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP1088	84.090	7.985			Cibicidoides wuellerstorfi	2104	BillupsScheiderich10
ODP0926	211.000	8.000	1.85	2.04	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	211.000	8.000	0.92	1.87	Nuttallides umbonifera	3656	LearRosenthalWright03
ODP0926	211.000	8.000			Cibicidoides mundulus	3656	LearRosenthalWright03
ODP1088	84.840	8.020			Cibicidoides wuellerstorfi	2105	BillupsScheiderich10
ODP0926	211.580	8.022	1.99	2.18	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP1088	85.590	8.055			Cibicidoides wuellerstorfi	2105	BillupsScheiderich10
ODP0926	212.780	8.071	2.06	2.25	Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP0747		8.078	2.13	2.38	Cibicidoides mundulus	1710	BillupsSchrag02
ODP1088	86.340	8.090			Cibicidoides wuellerstorfi	2105	BillupsScheiderich10
ODP0757	60.400	8.096	2.13	2.69	Cibicidoides wuellerstorfi	1547	BillupsSchrag03
ODP0757	60.400	8.096	2.41	3.08	Cibicidoides wuellerstorfi	1547	BillupsSchrag03
ODP0757	60.400	8.096	2.00	2.51	Cibicidoides wuellerstorfi	1547	BillupsSchrag03
ODP0757	60.400	8.096	2.03	2.55	Cibicidoides wuellerstorfi	1547	BillupsSchrag03
ODP0757	60.400	8.096	2.15	2.39	Cibicidoides mundulus	1547	BillupsSchrag03
ODP0757	60.400	8.096	2.16	2.40	Cibicidoides mundulus	1547	BillupsSchrag03
ODP0757	60.400	8.096	2.14	2.38	Cibicidoides mundulus	1547	BillupsSchrag03
ODP0926	213.400	8.101	1.63	1.82	Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP0926	213.400	8.101	1.65	2.06	Cibicidoides mundulus	3657	LearRosenthalWright03
ODP0926	213.400	8.101	1.30	1.84	Cibicidoides wuellerstorfi	3657	LearRosenthalWright03
ODP0806	276.350	8.109	1.56	2.03	Cibicidoides wuellerstorfi	2693	LearRosenthalWright03
ODP1088	87.090	8.125			Cibicidoides wuellerstorfi	2106	BillupsScheiderich10
ODP0926	213.980	8.133	2.05	2.24	Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP1088	87.840	8.160			Cibicidoides wuellerstorfi	2106	BillupsScheiderich10
ODP0926	214.840	8.173	2.20	2.39	Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP1088	88.590	8.195			Cibicidoides wuellerstorfi	2106	BillupsScheiderich10
ODP0926	215.460	8.200	1.78	2.21	Cibicidoides mundulus	3657	LearRosenthalWright03
ODP0926	215.460	8.200	1.12	2.09	Nuttallides umbonifera	3657	LearRosenthalWright03
ODP0926	215.460	8.200	2.00	2.19	Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP0747		8.212	2.18	2.44	Cibicidoides mundulus	1710	BillupsSchrag02
ODP0926	215.940	8.217	2.09	2.28	Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP1088	89.340	8.230			Cibicidoides wuellerstorfi	2107	BillupsScheiderich10
ODP0926	216.940	8.255	1.91	2.10	Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP1088	90.090	8.265			Cibicidoides wuellerstorfi	2107	BillupsScheiderich10
DSDP573	121.900	8.277	0.88	1.92	Nuttallides umbonifera	4146	LearElderfieldOthers00
ODP0926	217.740	8.292	1.92	2.11	Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP0926	217.880	8.299	1.25	2.23	Nuttallides umbonifera	3657	LearRosenthalWright03
ODP0926	217.880	8.299			Cibicidoides mundulus	3657	LearRosenthalWright03
ODP1088	90.840	8.299	2.36	3.07	Cibicidoides wuellerstorfi	2107	BillupsScheiderich10
ODP1088	91.000	8.307			Cibicidoides wuellerstorfi	2107	BillupsScheiderich10
ODP1088	91.340	8.323			Cibicidoides wuellerstorfi	2108	BillupsScheiderich10
ODP0806	276.350	8.330	2.16	2.23	Oridorsalis umbonatus	2693	LearRosenthalWright03
ODP0806	276.350	8.330	1.62	1.87	Cibicidoides mundulus	2693	LearRosenthalWright03
ODP1088	91.590	8.334			Cibicidoides wuellerstorfi	2108	BillupsScheiderich10
ODP1088	92.090	8.358	2.16	2.79	Cibicidoides wuellerstorfi	2108	BillupsScheiderich10
ODP0757	62.600	8.377	2.06	2.59	Cibicidoides wuellerstorfi	1543	BillupsSchrag03
ODP0757	62.600	8.377	2.14	2.70	Cibicidoides wuellerstorfi	1543	BillupsSchrag03
ODP0757	62.600	8.377	1.99	2.49	Cibicidoides wuellerstorfi	1543	BillupsSchrag03
ODP0757	62.600	8.377	1.92	2.39	Cibicidoides wuellerstorfi	1543	BillupsSchrag03
ODP0757	62.600	8.377	2.28	2.55	Cibicidoides mundulus	1543	BillupsSchrag03
ODP1088	92.840	8.393			Cibicidoides wuellerstorfi	2108	BillupsScheiderich10
ODP0926	219.780	8.401	1.76	1.95	Oridorsalis umbonatus	3658	LearRosenthalWright03
ODP0926	219.780	8.401			Cibicidoides mundulus	3658	LearRosenthalWright03
ODP1088	93.590	8.427			Cibicidoides wuellerstorfi	2109	BillupsScheiderich10
ODP1088	94.340	8.462			Cibicidoides wuellerstorfi	2109	BillupsScheiderich10
ODP1088	95.090	8.497			Cibicidoides wuellerstorfi	2109	BillupsScheiderich10
ODP0926	221.280	8.504	1.86	2.31	Cibicidoides mundulus	3657	LearRosenthalWright03
ODP0926	221.280	8.504	1.38	2.38	Nuttallides umbonifera	3657	LearRosenthalWright03
ODP0926	221.280	8.504	1.87	2.06	Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP1088	95.840	8.532			Cibicidoides wuellerstorfi	2110	BillupsScheiderich10
ODP1088	96.590	8.567			Cibicidoides wuellerstorfi	2110	BillupsScheiderich10
ODP0806	285.750	8.593	2.03	2.10	Oridorsalis umbonatus	2698	LearRosenthalWright03
ODP0806	285.750	8.593	1.56	2.03	Cibicidoides wuellerstorfi	2698	LearRosenthalWright03
ODP0806	285.750	8.593	1.62	1.87	Cibicidoides mundulus	2698	LearRosenthalWright03
ODP0926	222.580	8.600	2.01	2.20	Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP0926	222.580	8.600	2.05	2.54	Cibicidoides mundulus	3657	LearRosenthalWright03
ODP0926	222.580	8.600	1.30	2.29	Nuttallides umbonifera	3657	LearRosenthalWright03
ODP1088	97.340	8.602			Cibicidoides wuellerstorfi	2110	BillupsScheiderich10
ODP1088	98.090	8.634			Cibicidoides wuellerstorfi	2111	BillupsScheiderich10
ODP1088	98.840	8.665			Cibicidoides wuellerstorfi	2111	BillupsScheiderich10
ODP1088	99.590	8.697			Cibicidoides wuellerstorfi	2111	BillupsScheiderich10
ODP0926	224.030	8.700	2.16	2.35	Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP0926	224.030	8.700	1.80	2.24	Cibicidoides mundulus	3657	LearRosenthalWright03
ODP0747		8.702	2.46	2.78	Cibicidoides mundulus	1711	BillupsSchrag02
ODP0926	224.110	8.711			Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP1088	100.500	8.736			Cibicidoides wuellerstorfi	2112	BillupsScheiderich10
ODP0757	65.600	8.759	2.19	2.44	Cibicidoides wuellerstorfi/Cibicidoides mundulus	1537	BillupsSchrag03
ODP1088	101.590	8.782	2.88	3.80	Cibicidoides wuellerstorfi	2112	BillupsScheiderich10
ODP0926	225.110	8.790			Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP0747		8.797	2.33	2.62	Cibicidoides mundulus	1711	BillupsSchrag02
ODP1088	102.340	8.814			Cibicidoides wuellerstorfi	2112	BillupsScheiderich10
ODP0926	225.530	8.818	2.28	2.47	Oridorsalis umbonatus	3657	LearRosenthalWright03
ODP0926	225.530	8.818	1.08	2.05	Nuttallides umbonifera	3657	LearRosenthalWright03
ODP0926	225.530	8.818	1.68	2.10	Cibicidoides mundulus	3657	LearRosenthalWright03
ODP1088	103.090	8.846			Cibicidoides wuellerstorfi	2113	BillupsScheiderich10
ODP0806	295.250	8.855	1.65	2.16	Cibicidoides wuellerstorfi	2704	LearRosenthalWright03
ODP1088	103.840	8.878			Cibicidoides wuellerstorfi	2113	BillupsScheiderich10
ODP1088	104.590	8.910			Cibicidoides wuellerstorfi	2114	BillupsScheiderich10
DSDP573	131.170	8.918	0.81	1.84	Nuttallides umbonifera	4132	LearElderfieldOthers00
ODP0926	227.030	8.924			Melonis barleeanum	3656	LearRosenthalWright03
ODP0926	227.030	8.924			Cibicidoides bradyi	3656	LearRosenthalWright03
ODP0926	227.030	8.924			Gyroidina soldanii	3656	LearRosenthalWright03
ODP0926	227.030	8.924			Cibicidoides mundulus	3656	LearRosenthalWright03
ODP0926	227.030	8.924	2.20	2.39	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	227.030	8.924	1.17	2.14	Nuttallides umbonifera	3656	LearRosenthalWright03
ODP1088	105.340	8.941			Cibicidoides wuellerstorfi	2114	BillupsScheiderich10
ODP0926	227.310	8.945			Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP1088	106.090	8.973			Cibicidoides wuellerstorfi	2114	BillupsScheiderich10
ODP0747		8.990	1.85	2.05	Cibicidoides mundulus	1711	BillupsSchrag02
ODP0806	304.750	9.002	1.62	2.11	Cibicidoides wuellerstorfi	2710	LearRosenthalWright03
ODP1088	106.840	9.005			Cibicidoides wuellerstorfi	2115	BillupsScheiderich10
ODP0926	228.470	9.022			Cibicidoides mundulus	3656	LearRosenthalWright03
ODP0926	228.470	9.022			Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	228.470	9.022	2.00	2.82	Cibicidoides wuellerstorfi	3656	LearRosenthalWright03
ODP0926	228.470	9.022			Nuttallides umbonifera	3656	LearRosenthalWright03
ODP0926	228.470	9.022			Cibicidoides bradyi	3656	LearRosenthalWright03
ODP1088	107.590	9.037			Cibicidoides wuellerstorfi	2115	BillupsScheiderich10
ODP1088	108.340	9.069			Cibicidoides wuellerstorfi	2115	BillupsScheiderich10
ODP1088	109.090	9.101			Cibicidoides wuellerstorfi	2116	BillupsScheiderich10
ODP1088	109.840	9.132			Cibicidoides wuellerstorfi	2116	BillupsScheiderich10
ODP0926	230.070	9.138	2.19	2.38	Oridorsalis umbonatus	3656	LearRosenthalWright03
ODP0926	230.070	9.138			Nuttallides umbonifera	3656	LearRosenthalWright03
ODP0926	230.070	9.138			Cibicidoides mundulus	3656	LearRosenthalWright03
ODP0926	230.070	9.138	1.58	2.22	Cibicidoides wuellerstorfi	3656	LearRosenthalWright03
ODP1088	110.000	9.139			Cibicidoides wuellerstorfi	2116	BillupsScheiderich10
ODP1088	110.340	9.154			Cibicidoides wuellerstorfi	2116	BillupsScheiderich10
